#%modelname
#Red, Green, Blue, Alpha, OffsetX, OffsetY, OffsetZ, CustomSize, DrawDistance, BlinkType, NoDistance, DrawSearchlight
#0.45 - custom size reserved for traffic lights

%howto
%lodnsmitter_sfs01
255 000 000 255 -9.2980000 -11.402000 -68.624001 1.00 300.0 00 1 0
255 000 000 255 10.5050000 -0.0400000 -68.624001 1.00 300.0 00 1 0
255 000 000 255 -9.2120000 11.2440000 -68.624001 1.00 300.0 00 1 0
255 000 000 255 -7.9260000 9.12600000 -33.070000 1.00 300.0 00 1 0
255 000 000 255 7.93200000 -0.0020000 -33.070000 1.00 300.0 00 1 0
255 000 000 255 -7.9740000 -9.2030000 -33.070000 1.00 300.0 00 1 0
255 000 000 255 -6.8400000 7.28500000 0.82600000 1.00 300.0 00 1 0
255 000 000 255 -6.8120000 -7.4080000 0.82600000 1.00 300.0 00 1 0
255 000 000 255 5.76800000 -0.0970000 0.82600000 1.00 300.0 00 1 0
255 000 000 255 7.37700000 0.06100000 24.6870000 1.00 300.0 00 1 0
255 000 000 255 -7.5860000 -8.5990000 24.6870000 1.00 300.0 00 1 0
255 000 000 255 -7.9060000 8.64800000 24.6870000 1.00 300.0 00 1 0
255 000 000 255 -7.8930000 15.8600000 51.5480000 1.00 300.0 00 1 0
255 000 000 255 -13.689000 12.5180000 51.5480000 1.00 300.0 00 1 0
255 000 000 255 13.9000000 3.25600000 51.7970010 1.00 300.0 00 1 0
255 000 000 255 13.6740000 -3.2850000 51.7970010 1.00 300.0 00 1 0
255 000 000 255 -7.9330000 -15.856000 51.6160010 1.00 300.0 00 1 0
255 000 000 255 -13.234000 -12.272000 51.5480000 1.00 300.0 00 1 0
255 000 000 255 -8.1140000 -9.2560000 89.3089980 1.00 300.0 00 1 0
255 000 000 255 8.03700000 -0.0150000 89.3089980 1.00 300.0 00 1 0
%radarmast1_lawn
255 000 000 0.091000000000 0.05300000 24.6200000 0.10 300.0 00 1 0
%radarmast1_lawn01
255 000 000 255 0.13000000 -0.0080000 24.4900000 1.00 300.0 00 1 0
%ce_radarmast3
255 000 000 255 0.00100000 0.03300000 32.6570000 0.50 300.0 00 1 0
%ws_ref_bollard
255 000 000 255 0.00900000 0.00100000 0.46900000 0.70 300.0 00 1 0
%baybridge1_sfse
000 111 255 255 -76.679000 -16.446000 -8.7210000 1.20 300.0 00 1 0
000 111 255 255 -53.127000 -16.434000 -5.5900000 1.20 300.0 00 1 0
000 111 255 255 -29.320000 -16.434000 -0.1430000 1.20 300.0 00 1 0
000 111 255 255 -6.1820000 -16.434000 7.34300000 1.20 300.0 00 1 0
000 111 255 255 16.3480000 -16.434000 16.7610000 1.20 300.0 00 1 0
000 111 255 255 37.8660000 -16.434000 28.0760000 1.20 300.0 00 1 0
000 111 255 255 58.7830000 -16.434000 41.4320000 1.20 300.0 00 1 0
000 111 255 255 -76.679000 16.4680000 -8.7210000 1.20 300.0 00 1 0
000 111 255 255 -53.127000 16.4680000 -5.5900000 1.20 300.0 00 1 0
000 111 255 255 -29.320000 16.4900000 -0.1430000 1.20 300.0 00 1 0
000 111 255 255 -6.1820000 16.4900000 7.34300000 1.20 300.0 00 1 0
000 111 255 255 16.3480000 16.4900000 16.7610000 1.20 300.0 00 1 0
000 111 255 255 37.8660000 16.4900000 28.0760000 1.20 300.0 00 1 0
000 111 255 255 58.7830000 16.4900000 41.4320000 1.20 300.0 00 1 0
%baybridge2_sfse
255 000 000 255 38.4845000 -18.216500 83.4015000 1.00 300.0 00 1 0
255 000 000 255 38.4790000 18.3384000 83.4015000 1.00 300.0 00 1 0
000 111 255 255 74.8720000 16.4080000 39.9210000 1.20 300.0 00 1 0
000 111 255 255 74.8720000 -16.476000 39.9210000 1.20 300.0 00 1 0
000 111 255 255 56.6360000 -16.476000 56.2430000 1.20 300.0 00 1 0
000 111 255 255 56.6360000 16.4080000 56.2430000 1.20 300.0 00 1 0
000 111 255 255 17.5910000 -16.476000 53.3240000 1.20 300.0 00 1 0
000 111 255 255 17.5910000 16.4080000 53.3240000 1.20 300.0 00 1 0
000 111 255 255 -0.5510000 -16.476000 37.6250000 1.20 300.0 00 1 0
000 111 255 255 -0.5510000 16.4080000 37.6250000 1.20 300.0 00 1 0
000 111 255 255 -19.959000 -16.476000 24.1330000 1.20 300.0 00 1 0
000 111 255 255 -19.959000 16.4080000 24.1330000 1.20 300.0 00 1 0
000 111 255 255 -40.829000 -16.476000 12.1530000 1.20 300.0 00 1 0
000 111 255 255 -62.489000 16.4080000 2.28400000 1.20 300.0 00 1 0
000 111 255 255 -62.489000 -16.476000 2.26900000 1.20 300.0 00 1 0
